id,start_date,name,distance,moving_time,type,average_heartrate,max_heartrate,average_speed,max_speed,total_elevation_gain,start_latlng,end_latlng,weather_icon,weather_summary,weather_temperature
1063069738,2017-07-01T22:11:41Z,❓,16,3816,Ride,,,15.1,23.9,50.4,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1064638119,2017-07-02T17:08:27Z,"Got my thousand ",28.3,7254,Ride,,,14,32.4,131.9,"[36.05,-86.73]","[36.17,-86.76]",13,14,15
1069683881,2017-07-05T22:40:09Z,"Come on east nasty, how you gonna let me poach on greenways? ",20.5,4554,Ride,,,16.2,28.6,55.8,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1071296477,2017-07-06T23:52:22Z,"Greatest Of All Time ",16.2,3832,Ride,,,15.2,26.4,51,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1074208837,2017-07-08T19:06:35Z,"My website is still broken",3.7,1271,Ride,,,10.4,23,19.3,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1077600508,2017-07-10T23:29:07Z,"Not enough climbing 🖕🏽",7.9,3838,Ride,,,7.4,19,59.7,"[36.1,-86.62]","[36.1,-86.62]",13,14,15
1079213140,2017-07-11T23:54:40Z,"Is it still a KOM if there are no mountains? ",23.3,5323,Ride,,,15.7,33.3,119.2,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1088828718,2017-07-18T00:06:22Z,"Doin the dam thing ",28.5,6543,Ride,,,15.7,31.1,121.7,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1098587161,2017-07-23T22:44:37Z,"That was slippery ",8.4,3993,Ride,,,7.6,24.6,43,"[36.09,-86.87]","[36.08,-86.87]",13,14,15
1101595815,2017-07-25T22:18:35Z,"Bald tire =\= racing tire ",7.8,2671,Ride,,,10.5,26.2,75,"[36.08,-86.87]","[36.08,-86.87]",13,14,15
1116168136,2017-08-03T23:00:42Z,"Nashville should build some more trails given the amount of people out here ",7.1,3175,Ride,,,8.1,20.6,40.4,"[36.08,-86.87]","[36.08,-86.87]",13,14,15
1120822479,2017-08-06T18:02:08Z,"Shelby Sunday",21.4,4929,Ride,,,15.6,29.5,93,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1124250706,2017-08-08T22:33:10Z,"Ravenwood this time ",21.8,5631,Ride,,,13.9,32.4,107,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1130406739,2017-08-12T19:44:09Z,"Flatted right as I pulled into the garage",19.8,4825,Ride,,,14.8,28,56.5,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1143948149,2017-08-20T19:42:46Z,DAM.,30.7,7572,Ride,,,14.6,30.9,134.4,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1167062939,2017-09-03T19:38:35Z,"Down to the bait store",6.7,2926,Ride,,,8.3,28.6,1.6,"[36.09,-75.7]","[36.09,-75.7]",13,14,15
1170147554,2017-09-05T19:32:50Z,"No elevation. Lots of wind.",12.6,3482,Ride,,,13.1,22.6,1.7,"[36.09,-75.7]","[36.09,-75.7]",13,14,15
1171767998,2017-09-06T17:39:24Z,"Interstate pocahin",16.4,5513,Ride,,,10.7,23.9,9.7,"[36.09,-75.7]","[36.09,-75.7]",13,14,15
1172968954,2017-09-07T16:55:16Z,"Rise and Nine ",13.7,3177,Ride,,,15.5,22.4,1.7,"[36.09,-75.7]","[36.09,-75.7]",13,14,15
1178049863,2017-09-10T16:32:53Z,"Still got blackhorse ",9.2,5293,Ride,,,6.3,26.2,152,"[37.41,-79.75]","[37.41,-79.75]",13,14,15
1184433650,2017-09-14T23:54:12Z,"Couldn't make it tubeless, but rode anyway ",18.3,3915,Ride,,,16.8,32.2,44.5,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1186982334,2017-09-16T16:11:35Z,"Hamilton Creek: solid 3/10 ",10.4,6013,Ride,,,6.2,17.2,78.6,"[36.1,-86.62]","[36.1,-86.62]",13,14,15
1193844380,2017-09-20T23:23:30Z,"PSA: go by Stans psi spec not the tires psi. Blowout. ",3,1147,Ride,,,9.4,22.4,18,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1195350649,2017-09-21T22:26:04Z,"Please be 1000ft ",12.7,5034,Ride,,,9,20.1,60.1,"[36.08,-86.87]","[36.08,-86.87]",13,14,15
1198321238,2017-09-23T19:59:11Z,"Creature XXC training ",18.9,7271,Ride,,,9.3,25.1,83.1,"[36.08,-86.87]","[36.08,-86.87]",13,14,15
1201777659,2017-09-25T22:00:47Z,"XXC Creature training ",17.1,5764,Ride,,,10.7,26.4,105.9,"[36.08,-86.87]","[36.08,-86.87]",13,14,15
1207788040,2017-09-29T20:44:44Z,"Bear count: 6",14.1,6734,Ride,,,7.5,23,208,"[37.37,-80.03]","[37.38,-80.01]",13,14,15
1209342656,2017-09-30T20:04:22Z,"Scoping out Rattlin Run ",13.2,6024,Ride,,,7.9,24.4,140.4,"[37.38,-80.01]","[37.38,-80.01]",13,14,15
1211034876,2017-10-01T13:09:35Z,"Creature From Carvins Cove ",44.1,20262,Ride,,,7.8,27.5,531.1,"[37.39,-79.95]","[37.39,-79.95]",13,14,15
1215645257,2017-10-04T22:29:35Z,"Scoping the cycloross course at Ravenwood",24.1,5953,Ride,,,14.5,28.4,126,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1218335793,2017-10-06T22:53:54Z,"No bikes allowed ",15.2,3492,Ride,,,15.7,26.8,54.7,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1219612280,2017-10-07T15:27:31Z,"Pivot Switchblade 27+, 29 then hopped back on the Turner ",16.8,6851,Ride,,,8.8,24.6,89.9,"[36.07,-86.88]","[36.08,-86.89]",13,14,15
1228919718,2017-10-13T20:13:37Z,"Scoping out GO Fest. Chestnut loop. Friday the 13th Alley Cat ",28.5,10233,Ride,,,10,32.2,155.3,"[37.25,-79.94]","[37.25,-79.95]",13,14,15
1230288932,2017-10-14T18:21:56Z,"Pivot 429 Trail ",7.9,3653,Ride,,,7.8,26.8,96.7,"[37.25,-79.95]","[37.25,-79.95]",13,14,15
1230435005,2017-10-14T20:41:09Z,"No matter what bike I demo, I know that the one I own is better.",8.3,3799,Ride,,,7.8,23.9,69.6,"[37.26,-79.94]","[37.25,-79.94]",13,14,15
1232367037,2017-10-15T20:11:11Z,"Halloween party recovery  ",12.6,5240,Ride,,,8.6,23.9,102.4,"[37.33,-79.9]","[37.38,-80.01]",13,14,15
1236830513,2017-10-18T22:02:59Z,"Missing The Noke ",12.5,4361,Ride,,,10.3,36.5,72.7,"[36.09,-86.87]","[36.08,-86.87]",13,14,15
1239540131,2017-10-20T22:32:32Z,"Leaves are no prolem out here ",14.2,5140,Ride,,,9.9,26.8,81.5,"[36.08,-86.87]","[36.08,-86.87]",13,14,15
1240917040,2017-10-21T18:55:00Z,"Lol elevation ",14.1,5587,Ride,,,9.1,25.5,39.4,"[36.33,-86.47]","[36.33,-86.47]",13,14,15
1242304311,2017-10-22T15:14:44Z,"Y’all TN riders are hilarious ",14.1,5108,Ride,,,9.9,28.2,82,"[36.08,-86.87]","[36.08,-86.87]",13,14,15
1244060152,2017-10-23T22:50:30Z,"Canyon Endurance CF SL maiden voyage ",8.4,2180,Ride,,,13.8,23.9,41.1,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1246996149,2017-10-25T22:14:20Z,"This Canyon is for real. ",14.5,3583,Ride,,,14.5,32.7,144.3,"[36.08,-86.87]","[36.08,-86.87]",13,14,15
1252711521,2017-10-29T17:42:04Z,"Fall is nonexistent ",12.4,5899,Ride,,,7.6,30.6,170.1,"[37.42,-79.76]","[37.42,-79.76]",13,14,15
1257377779,2017-11-02T05:05:24Z,"Johnny’s to stacks ",2.2,2410,Run,,,3.2,9.2,9.8,"[36.2,-86.74]","[36.17,-86.76]",13,14,15
1258675593,2017-11-02T22:41:16Z,"Saw 9 Bucks ",22.5,5074,Ride,,,16,27.7,120.2,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1261474218,2017-11-04T22:39:35Z,"Buy my car please ",17.5,3443,Ride,,,18.3,37.6,45.1,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1267365115,2017-11-09T00:03:15Z,"I’ll never ride tubes again ",5.5,1484,Ride,,,13.3,26.6,36.9,"[36.09,-86.87]","[36.08,-86.87]",13,14,15
1268696457,2017-11-09T23:29:58Z,"There is no off season where I️ come from ",17.9,4364,Ride,,,14.8,31.5,144.3,"[36.06,-86.88]","[36.06,-86.88]",13,14,15
1271077098,2017-11-11T18:30:21Z,"Ran into a random rap video shoot",31.3,6636,Ride,,,17,31.3,134.3,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1279570676,2017-11-17T21:54:38Z,"If it’s not on Strava, it didn’t happen ",4.7,1707,Ride,,,9.8,23.7,69.4,"[37.26,-79.95]","[37.25,-79.95]",13,14,15
1280826952,2017-11-18T16:21:08Z,"Rob and Kens birthday ",21,9799,Ride,,,7.7,30.4,315.1,"[37.44,-79.79]","[37.44,-79.79]",13,14,15
1283935806,2017-11-20T22:06:09Z,"The Star Stick is a product that markets itself ",9.6,4380,Ride,,,7.9,27.1,88.6,"[37.26,-79.95]","[37.26,-79.94]",13,14,15
1285338665,2017-11-21T22:23:29Z,"Tuesday night lights ",12.6,5379,Ride,,,8.4,21.3,147.6,"[37.26,-79.96]","[37.26,-79.96]",13,14,15
1286407108,2017-11-22T18:42:41Z,"Pre Thanksgiving warmup ",10.6,4519,Ride,,,8.5,22.8,89.6,"[37.38,-80.01]","[37.38,-80.01]",13,14,15
1287860570,2017-11-23T19:18:50Z,"Young Turkey ",19.2,5334,Ride,,,13,30.9,119.2,"[37.32,-79.87]","[37.32,-79.87]",13,14,15
1288895518,2017-11-24T17:01:23Z,"RIMBA social ",9.9,5553,Ride,,,6.4,19,169,"[37.38,-80.01]","[37.38,-80.01]",13,14,15
1290283271,2017-11-25T15:27:42Z,"Water bars 🖕🏽",14.5,7920,Ride,,,6.6,23.7,236.2,"[37.54,-79.61]","[37.54,-79.58]",13,14,15
1296066585,2017-11-29T23:12:10Z,"Full Percy lap",11,2747,Ride,,,14.4,29.1,99.2,"[36.06,-86.88]","[36.06,-86.88]",13,14,15
1299349656,2017-12-02T16:54:30Z,"Shelby rip ",18.7,3983,Ride,,,16.9,27.7,73.8,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1308344290,2017-12-09T18:12:40Z,"Poachin the golf course. ",18.2,4199,Ride,,,15.6,28.2,84.9,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1316448382,2017-12-16T20:51:38Z,"9Point8 dropper maiden voyage",9.6,3898,Ride,,,8.9,21.3,122.1,"[37.38,-80.01]","[37.38,-80.01]",13,14,15
1317760565,2017-12-17T17:16:04Z,"🐎 ",15.3,8243,Ride,,,6.7,29.5,247.1,"[37.41,-79.75]","[37.41,-79.75]",13,14,15
1320039002,2017-12-19T18:00:02Z,"Sethys longest ",36.7,9270,Ride,,,14.3,37.1,190.6,"[37.44,-79.84]","[37.44,-79.84]",13,14,15
1320264280,2017-12-19T22:29:22Z,"50 mile duathalon ",12.4,5330,Ride,,,8.4,23.7,140,"[37.26,-79.96]","[37.26,-79.96]",13,14,15
1321222668,2017-12-20T19:02:21Z,"Ride it to the top man!",11.4,5133,Ride,,,8,23.9,150.9,"[37.36,-79.99]","[37.36,-79.99]",13,14,15
1322409216,2017-12-21T19:15:56Z,"Winter ",12.6,5891,Ride,,,7.7,24.6,91.8,"[37.39,-80.01]","[37.38,-80.01]",13,14,15
1329644847,2017-12-27T20:12:41Z,"Frozen dody ",11.5,5838,Ride,,,7.1,24.2,191.3,"[37.41,-79.75]","[37.41,-79.75]",13,14,15
1332138955,2017-12-29T17:58:18Z,"New Year’s Day cold prep",12.8,6608,Ride,,,6.9,27.1,168.7,"[37.41,-79.75]","[37.41,-79.75]",13,14,15
1333540295,2017-12-30T17:35:31Z,"Hammerin down Hammin, bustin up Boblettes",8.8,4624,Ride,,,6.9,20.8,137.9,"[37.47,-79.7]","[37.47,-79.7]",13,14,15
1336379676,2018-01-01T16:53:38Z,"28th Annual First Ride O The New Year ",20.5,8365,Ride,,,8.8,25.1,188.5,"[37.38,-79.95]","[37.38,-79.95]",13,14,15
1338231200,2018-01-02T22:28:52Z,"Tuesday night lights ",12.1,5385,Ride,,,8.1,21.7,138,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1344327761,2018-01-06T21:48:21Z,"Gravelocity prep: Shelby singletrack ",13.7,3753,Ride,159.9,184,13.1,23.7,46.7,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1346221739,2018-01-07T20:40:38Z,"Gravelocity prep: Ravenwood CX course ",23.4,6171,Ride,,,13.6,28.9,111.8,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1355615080,2018-01-13T19:58:33Z,"Winters back",9.2,4619,Ride,150.5,185,7.2,27.1,145.3,"[37.42,-79.76]","[37.42,-79.76]",13,14,15
1357784479,2018-01-14T14:53:20Z,"Gravelocity ",40.2,13038,Ride,146.9,184,11.1,32.9,464.5,"[37.45,-79.89]","[37.45,-79.89]",13,14,15
1359299555,2018-01-15T22:53:25Z,"I ❤️ suspension ",7.8,4267,Ride,144.6,166,6.6,24.6,111.1,"[37.26,-79.94]","[37.26,-79.94]",13,14,15
1360962022,2018-01-16T22:44:35Z,"Lead Tuesday Night Lights ",11.4,4612,Ride,159.1,186,8.9,28,130.1,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1362435657,2018-01-17T23:14:40Z,Zwafting,20.1,3708,VirtualRide,,,19.6,38.7,105.2,"[-11.64,166.95]","[-11.64,166.95]",13,14,15
1367095655,2018-01-20T23:11:25Z,"FTP Test",13.9,2677,VirtualRide,,,18.8,42.5,54.6,"[-11.64,166.95]","[-11.64,166.95]",13,14,15
1368931918,2018-01-21T19:48:48Z,"Getting the Canyon muddy ",26.1,6336,Ride,164.8,185,14.9,34.2,142.3,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1372292839,2018-01-24T00:35:53Z,"The Wringer",16,3509,VirtualRide,150.4,176,16.4,47.4,75,"[51.51,-0.08]","[51.5,-0.14]",13,14,15
1373893663,2018-01-25T00:13:01Z,"509 Watts on my last set, damn. ",20,3463,VirtualRide,122.6,178,20.8,36,45.7,"[51.51,-0.08]","[51.5,-0.07]",13,14,15
1376834922,2018-01-26T23:22:06Z,"Went on a beer run and a ride broke out ",17.9,3743,Ride,154.9,177,17.2,32.2,70.7,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1378700454,2018-01-28T00:28:47Z,"Hour uh poauuer",20,3627,VirtualRide,145.6,175,19.9,41.8,94.8,"[-11.64,166.95]","[-11.64,166.96]",13,14,15
1382142473,2018-01-29T23:35:29Z,"Look at the HR graph, dropped ded at the end of the FTP test",20,3358,VirtualRide,146.3,179,21.5,34.2,43.3,"[51.51,-0.08]","[51.5,-0.08]",13,14,15
1385517159,2018-01-31T22:43:02Z,"Quick Percy lap ",13.3,3253,Ride,155.2,178,14.7,31.5,123.5,"[36.06,-86.88]","[36.06,-86.88]",13,14,15
1388615690,2018-02-03T01:26:51Z,"The Wringer",14.5,2677,VirtualRide,136.3,176,19.5,41.2,61.6,"[-11.64,166.95]","[-11.64,166.96]",13,14,15
1390152994,2018-02-03T20:19:49Z,"Ravenwood: ""Road Singletrack""",23.6,5565,Ride,147.1,177,15.2,35.6,133.9,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1395282155,2018-02-06T23:39:24Z,"Durianrider training program: Cadence is KING",20,3291,VirtualRide,153.7,185,21.9,36.5,0,"[51.51,-0.08]","[51.5,-0.08]",13,14,15
1399792914,2018-02-09T23:00:39Z,"Possibly one of my last percy laps 🦅",14.8,3362,Ride,,,15.8,33.1,131.8,"[36.06,-86.88]","[36.06,-86.88]",13,14,15
1401367357,2018-02-10T21:00:54Z,"CRV got a new CV axle that it barely will ise",1.2,459,Ride,,,9.4,19,5.3,"[36.17,-86.76]","[36.18,-86.75]",13,14,15
1401553374,2018-02-10T23:12:35Z,"Zwift -Kendrick DAMN. freeride",20.1,2983,VirtualRide,162.2,180,24.2,42.7,78.6,"[-11.64,166.95]","[-11.65,166.96]",13,14,15
1403358961,2018-02-11T21:59:21Z,"Bailed on the Wringer",7.3,1262,VirtualRide,134.3,176,20.9,40.7,0,"[-11.64,166.95]","[-11.64,166.95]",13,14,15
1403381142,2018-02-11T22:23:23Z,"Thats more like it",7.2,1112,VirtualRide,152.8,162,23.4,42.7,0,"[-11.64,166.95]","[-11.64,166.95]",13,14,15
1406531260,2018-02-13T23:58:57Z,"Black Panther Playlist",20.6,3284,VirtualRide,159.1,177,22.6,50.6,0,"[51.51,-0.08]","[51.5,-0.16]",13,14,15
1409524309,2018-02-15T22:54:35Z,"Bladed spokes!",22.5,5039,Ride,154.7,178,16.1,41.6,120.2,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1411736737,2018-02-17T12:01:59Z,"BikeRadar Mission Workout with Issem",13.1,3326,VirtualRide,131.6,167,14.2,25.9,0,"[-11.64,166.95]","[-11.64,166.95]",13,14,15
1414787768,2018-02-18T19:29:53Z,"The river is high",26.9,6604,Ride,147.6,182,14.6,27.3,129.9,"[36.17,-86.76]","[36.17,-86.76]",13,14,15
1416325147,2018-02-19T22:48:32Z,"Barrack Obama day ",11,2516,Ride,150.8,176,15.7,33.8,99.2,"[36.06,-86.88]","[36.06,-86.88]",13,14,15
1419735344,2018-02-21T22:19:28Z,"The confederation of the DW Link ",10.1,4479,Ride,142,175,8.1,25.9,124.7,"[37.26,-79.94]","[37.26,-79.94]",13,14,15
1421261393,2018-02-22T22:52:18Z,"Just the man I needed to talk to",10.1,4089,Ride,151.6,183,8.9,22.6,118.4,"[37.26,-79.95]","[37.26,-79.94]",13,14,15
1422557433,2018-02-23T22:07:13Z,"I’m back baby",8,3545,Ride,134.8,168,8.1,31.8,93.8,"[37.26,-79.94]","[37.26,-79.94]",13,14,15
1424281014,2018-02-24T19:54:18Z,"Clownhead madness ",11.1,5015,Ride,150.2,169,8,25.5,169.8,"[37.36,-79.99]","[37.36,-79.99]",13,14,15
1426224482,2018-02-25T15:27:38Z,"The Battle at Blackhorse ",16.7,9009,Ride,137.8,168,6.7,25.5,274.8,"[37.41,-79.75]","[37.41,-79.75]",13,14,15
1430698703,2018-02-28T23:37:19Z,"Flooded Freeride",20.3,3129,VirtualRide,145.8,178,23.3,36.7,0,"[51.5,-0.14]","[51.49,-0.15]",13,14,15
1432021135,2018-03-01T23:44:29Z,"Quick London Lap",13.2,2043,VirtualRide,143.2,176,23.3,36.5,31.7,"[51.5,-0.14]","[51.51,-0.12]",13,14,15
1433198072,2018-03-02T22:57:15Z,"Motorpacing on a greenway! What a concept! ",11,2602,Ride,146.2,176,15.2,29.8,100.9,"[36.06,-86.88]","[36.06,-86.88]",13,14,15
1439956265,2018-03-06T23:05:27Z,"Beer Ride Prep",14.3,3402,Ride,,,15.1,32.4,127.5,"[36.06,-86.87]","[36.06,-86.88]",13,14,15
1446440761,2018-03-10T19:44:59Z,"Mountain Lions Confirmed ",17.2,8299,Ride,159.8,185,7.5,26.6,227.3,"[37.38,-80.01]","[37.38,-80.01]",13,14,15
1448296426,2018-03-11T18:26:59Z,"Chillin with Dad coming off the flu ",4,2483,Ride,,,5.8,23.9,57.1,"[37.41,-79.75]","[37.41,-79.75]",13,14,15
1451869394,2018-03-13T21:32:40Z,"The Beer Ride ",19.4,5121,Ride,132.3,176,13.7,37.6,113.6,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1455259419,2018-03-15T21:36:38Z,"Thursday Night Smackdown ",9.5,4152,Ride,132.9,183,8.2,26.4,101.4,"[37.26,-79.96]","[37.26,-79.96]",13,14,15
1463392183,2018-03-20T21:18:06Z,"Glad I put the offroads on: L’Eeroica ",20.2,5245,Ride,135.7,180,13.9,34,108.2,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1466510699,2018-03-22T21:51:07Z,"Out from the house",8.9,2552,Ride,153.4,177,12.6,33.3,126.9,"[37.33,-79.9]","[37.33,-79.9]",13,14,15
1467956295,2018-03-23T20:27:31Z,"There are those who haven’t been saved by their LBS and there are those that will be saved by their LBS",10.9,4252,Ride,143.7,178,9.2,25.7,93.5,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1469616303,2018-03-24T16:55:31Z,"Snow started right at the top of Dody ",11.7,5566,Ride,154.8,175,7.6,26.4,192.3,"[37.41,-79.75]","[37.41,-79.75]",13,14,15
1471960582,2018-03-25T17:18:03Z,"Ballast Point ",26.1,7424,Ride,131.4,173,12.6,34,199.7,"[37.44,-79.84]","[37.43,-79.91]",13,14,15
1472192894,2018-03-25T21:02:59Z,"What is geography ",5.1,1270,Ride,143.1,181,14.5,26.6,21.2,"[37.43,-79.91]","[37.44,-79.84]",13,14,15
1473923255,2018-03-26T21:26:32Z,"Work at Deschutes, play at Deschutes ",11.5,4749,Ride,133.7,178,8.7,34.2,99.6,"[37.27,-79.94]","[37.27,-79.93]",13,14,15
1475530380,2018-03-27T21:31:39Z,"Another cold Tuesday night ride ",19.2,4631,Ride,,,14.9,31.8,103.6,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1477162711,2018-03-28T21:33:54Z,"Rockstar training: need to train the weather to stay this way",7.8,3451,Ride,133.7,172,8.1,31.3,103.9,"[37.25,-79.95]","[37.25,-79.95]",13,14,15
1478867874,2018-03-29T21:07:50Z,"Thursday night special",13.1,4800,Ride,,,9.8,32.2,118,"[37.26,-79.94]","[37.26,-79.94]",13,14,15
1480300356,2018-03-30T15:59:41Z,"Good Friday Lunch Vacation Ride ",11.7,5242,Ride,,,8,21.3,126.8,"[37.38,-80.01]","[37.38,-80.01]",13,14,15
1482414288,2018-03-31T17:43:45Z,"Shooting pictures for bikeva.com ",18,8266,Ride,,,7.9,31.5,241.4,"[37.41,-79.75]","[37.41,-79.75]",13,14,15
1484200515,2018-04-01T15:34:09Z,"Clearing out Hoop Hole for RockStar ",9.5,5397,Ride,,,6.3,32.7,95.7,"[37.67,-79.92]","[37.67,-79.92]",13,14,15
1485688882,2018-04-02T13:14:10Z,"Deschutes ExtravaCANza!",2.6,1284,Ride,,,7.2,15.7,9.1,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1488305531,2018-04-03T21:24:04Z,"Rockstar Training: easy Tuesday nighter, no hammers dropped here ",19,4479,Ride,,,15.3,33.8,99.7,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1495112721,2018-04-07T11:01:04Z,"RockStar VA, bailed just before Reddish Knob. ",45.6,18712,Ride,,,8.8,31.8,402.9,"[38.45,-78.87]","[38.36,-79.15]",13,14,15
1497731887,2018-04-08T17:41:29Z,"Spec Dody ",18.7,9104,Ride,,,7.4,28,320,"[37.44,-79.79]","[37.43,-79.77]",13,14,15
1503199514,2018-04-11T20:53:46Z,"Kudos to Sully for finishing the RockStar!",9.8,3815,Ride,,,9.2,26.2,129.5,"[37.26,-79.95]","[37.26,-79.95]",13,14,15
1505132767,2018-04-12T21:47:04Z,"Thursday Night Smackdown",12,5155,Ride,,,8.4,22.4,112.2,"[37.26,-79.96]","[37.26,-79.96]",13,14,15
1506689790,2018-04-13T17:52:26Z,"Rocky Mountain Instinct ",8.9,3761,Ride,,,8.5,25.7,82,"[37.27,-79.94]","[37.26,-79.94]",13,14,15
1508740242,2018-04-14T15:06:38Z,"Conquering Cornelius ",22,11089,Ride,,,7.1,25.5,343.2,"[37.54,-79.58]","[37.54,-79.58]",13,14,15
1511054468,2018-04-15T16:55:15Z,"Zimmerman is no joke!",27.8,8731,Ride,,,11.5,33.6,243.5,"[37.33,-79.9]","[37.33,-79.9]",13,14,15
1512910340,2018-04-16T21:32:45Z,"Mother Nature just doesn't want us to have Spring",9.5,4119,Ride,,,8.3,25.7,118.9,"[37.26,-79.94]","[37.26,-79.94]",13,14,15
1515112466,2018-04-17T21:21:18Z,"Leroica hammers down!",19,4130,Ride,,,16.6,36.2,118,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1517110663,2018-04-18T21:53:35Z,"Deschutes IS building here.",8,3196,Ride,,,9.1,26.6,75,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1519350138,2018-04-19T20:53:40Z,"Thursday night especiales",16.7,6485,Ride,,,9.3,25.5,141.4,"[37.27,-79.94]","[37.26,-79.96]",13,14,15
1521166277,2018-04-20T20:29:37Z,"Friday night with dad",13,4951,Ride,,,9.4,24.6,110,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1522897692,2018-04-21T15:08:38Z,"OTB immediately ",14,6626,Ride,,,7.6,25.1,128.3,"[37.51,-79.52]","[37.54,-79.62]",13,14,15
1525847313,2018-04-22T15:58:54Z,"Middle Mountain Momma Recon ",16.2,8077,Ride,139,166,7.2,23.9,217.7,"[37.9,-79.8]","[37.9,-79.8]",13,14,15
1531952338,2018-04-25T21:36:10Z,"The Beer Ride ",21.2,4841,Ride,136.5,181,15.8,39.6,145.3,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1534009567,2018-04-26T21:42:35Z,"The Roanoke Mountain Adventures Trail Club ",12.7,5662,Ride,141,176,8.1,25.3,163.2,"[37.26,-79.96]","[37.26,-79.96]",13,14,15
1535575905,2018-04-27T22:13:50Z,"Thanks for the shuttle Tyler!",10.1,3412,Ride,143.5,195,10.6,28.4,84.4,"[37.25,-79.94]","[37.27,-79.94]",13,14,15
1537640761,2018-04-28T16:09:15Z,"Marking for Middle Mountain Momma ",11.9,5822,Ride,154.1,175,7.3,27.3,193.9,"[37.9,-79.8]","[37.9,-79.8]",13,14,15
1539997474,2018-04-29T18:30:41Z,"Marking the beginner for Middle Mountain Momma",11.2,6297,Ride,138.5,186,6.4,22.6,202,"[37.9,-79.8]","[37.9,-79.8]",13,14,15
1541787988,2018-04-30T21:25:35Z,"Starr Hill Monday Night Ride",11.9,5065,Ride,144.3,183,8.4,32.7,134.1,"[37.26,-79.94]","[37.26,-79.94]",13,14,15
1544257960,2018-05-01T21:26:49Z,"Lerotica ",22.9,5624,Ride,136.3,177,14.6,36.5,139.7,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1546093492,2018-05-02T21:55:31Z,"I’d rather be Klunking ",10.1,4425,Ride,156.6,189,8.2,30,102.7,"[37.38,-80.01]","[37.38,-80.01]",13,14,15
1548076599,2018-05-03T21:22:01Z,"RMA runnin deep! ",9.5,3844,Ride,123.6,169,8.9,25.5,109.6,"[37.26,-79.94]","[37.26,-79.94]",13,14,15
1549734619,2018-05-04T17:12:56Z,"Middle Mountain Momma  Lasso Loop",8.7,5288,Ride,132.4,159,5.9,26.2,151.7,"[37.95,-79.8]","[37.95,-79.8]",13,14,15
1554702585,2018-05-06T12:42:03Z,"Middle Mountain Momma",17.1,10054,Ride,141.5,173,6.1,25.1,271.6,"[37.9,-79.81]","[37.9,-79.81]",13,14,15
1559917604,2018-05-08T21:24:18Z,"La routa ",19.4,4541,Ride,124.8,184,15.4,33.6,110.6,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1561167340,2018-05-09T21:38:00Z,"🐉 ",8.8,5734,Ride,156,191,5.5,21.3,194.7,"[37.38,-80.16]","[37.38,-80.16]",13,14,15
1563321585,2018-05-10T21:29:05Z,"Everybody scatter!",10.9,4772,Ride,143.2,187,8.2,26.4,146.2,"[37.26,-79.94]","[37.26,-79.94]",13,14,15
1565809854,2018-05-11T20:59:06Z,"Always happy to give up a PR to other trail users (not sarcasm)",13.7,5616,Ride,139.3,166,8.8,26.2,148.9,"[37.27,-79.94]","[37.27,-79.94]",13,14,15
1567843164,2018-05-12T16:13:31Z,"Dody ",11.7,5827,Ride,147.5,176,7.2,22.1,192.3,"[37.41,-79.75]","[37.41,-79.75]",13,14,15
